0.741025,0.849045,0.889705,0.897705,0.899405,0.89924,0.899405,0.899405
0.858105,0.89049,0.874365,0.899365,0.898355,0.899405,0.899405,0.899405
0.7844,0.76468,0.89751,0.89698,0.89681,0.89924,0.899405,0.899405
0.881315,0.88256,0.88996,0.898715,0.897785,0.897795,0.899405,0.899405
0.84425,0.82141,0.880995,0.897585,0.89912,0.899405,0.899405,0.899405
0.85884,0.87392,0.87822,0.895395,0.899405,0.899405,0.899405,0.899405
0.72645,0.865775,0.891505,0.899405,0.896555,0.899405,0.899405,0.899265
0.82663,0.88816,0.892785,0.898745,0.899125,0.899405,0.899405,0.899405
0.814945,0.89066,0.89839,0.8904,0.89851,0.899405,0.899405,0.899405
0.808685,0.88739,0.883555,0.8853,0.899405,0.899075,0.899405,0.899405
