0.800835,0.889525,0.89084,0.899405,0.899405,0.899405,0.899405,0.899405
0.833055,0.89175,0.89852,0.89889,0.899405,0.89576,0.899405,0.899405
0.865105,0.87841,0.89847,0.89933,0.899405,0.899405,0.899405,0.899405
0.860555,0.864505,0.899405,0.899405,0.899405,0.899405,0.899405,0.899405
0.864605,0.87609,0.89812,0.899405,0.896445,0.899405,0.899405,0.899405
0.89786,0.882135,0.859565,0.899405,0.899405,0.899405,0.899405,0.899405
0.739515,0.87377,0.898365,0.89921,0.899405,0.899405,0.899405,0.899405
0.847825,0.871775,0.889995,0.899405,0.899405,0.899405,0.899405,0.899405
0.885265,0.87651,0.899405,0.899405,0.899405,0.899405,0.899405,0.899405
0.84888,0.891945,0.899,0.897375,0.899405,0.899405,0.899405,0.899405
