0.49897,0.49897,0.50103,0.79427,0.763905,0.8074,0.737385,0.77365,0.67108
0.49897,0.50103,0.66068,0.807615,0.741075,0.824545,0.808245,0.79372,0.7843
0.49897,0.75756,0.50103,0.823735,0.784685,0.775465,0.50103,0.50103,0.720435
0.50103,0.50103,0.50103,0.71943,0.82791,0.76857,0.639545,0.700395,0.700145
0.49897,0.50103,0.50103,0.823085,0.73927,0.796225,0.80061,0.79927,0.79521
0.50103,0.50103,0.50103,0.773165,0.80301,0.8195,0.679965,0.737625,0.702165
0.49897,0.49897,0.50103,0.81818,0.82158,0.796665,0.81461,0.50103,0.802135
0.50103,0.49897,0.50103,0.69635,0.822755,0.818635,0.651435,0.78147,0.73727
0.49897,0.50103,0.7292,0.787865,0.803615,0.79564,0.50103,0.79786,0.743615
0.49897,0.49897,0.76042,0.74536,0.79953,0.756765,0.82442,0.630915,0.78256
