0.733165,0.83144,0.86547,0.877975,0.867815,0.889465,0.885485,0.890475
0.8085,0.84332,0.837605,0.885205,0.880365,0.8696,0.885015,0.880785
0.833575,0.812715,0.84548,0.854325,0.88499,0.86476,0.882995,0.89204
0.807795,0.83406,0.85683,0.87533,0.86795,0.882775,0.87746,0.880625
0.81279,0.85533,0.860635,0.86827,0.877775,0.88543,0.881335,0.881735
0.8195,0.810425,0.85562,0.878305,0.88523,0.88508,0.88365,0.881385
0.75685,0.848995,0.873265,0.889045,0.879665,0.8705,0.889895,0.886215
0.80355,0.8645,0.856795,0.879975,0.883445,0.884575,0.882065,0.88666
0.82349,0.858475,0.833535,0.85617,0.879835,0.885145,0.88662,0.89046
0.829835,0.82613,0.823105,0.83955,0.883705,0.88738,0.88567,0.880555
