0.50103,0.49897,0.50103,0.701195,0.804045,0.810845,0.64913,0.76234,0.50103
0.50103,0.50103,0.50103,0.788665,0.779705,0.813615,0.787505,0.71401,0.810635
0.49897,0.50103,0.50103,0.708015,0.82769,0.6854,0.693035,0.63057,0.50103
0.50103,0.50103,0.76127,0.800405,0.76509,0.71963,0.73564,0.72426,0.80654
0.49897,0.50103,0.724905,0.764335,0.79455,0.8082,0.746475,0.777555,0.565805
0.49897,0.50103,0.707765,0.79318,0.82184,0.794185,0.62194,0.705775,0.66443
0.50103,0.68198,0.50103,0.748975,0.813225,0.780615,0.661635,0.8016,0.6922
0.50103,0.50103,0.50103,0.70944,0.80202,0.747865,0.74899,0.720955,0.71484
0.50103,0.50103,0.50103,0.720705,0.82726,0.81303,0.648475,0.672005,0.73897
0.49897,0.49897,0.742685,0.735745,0.826495,0.69317,0.588895,0.750355,0.69318
