0.83207,0.87037,0.871385,0.883935,0.872735,0.88611,0.889335,0.89096
0.79833,0.84519,0.864665,0.875635,0.88329,0.88964,0.89203,0.893785
0.80711,0.837075,0.88551,0.88228,0.888675,0.88495,0.88446,0.892675
0.795045,0.86385,0.875055,0.879965,0.87842,0.87043,0.889915,0.89481
0.7826,0.86307,0.879735,0.876775,0.889845,0.882985,0.890595,0.890905
0.77911,0.873605,0.870815,0.88483,0.87342,0.89033,0.88935,0.891055
0.803445,0.820065,0.88129,0.87993,0.8913,0.8868,0.883775,0.89204
0.83161,0.87392,0.87305,0.873125,0.881815,0.89369,0.88831,0.89675
0.751455,0.83556,0.89149,0.87977,0.89083,0.886145,0.88607,0.892
0.76653,0.86262,0.879045,0.88442,0.88718,0.8783,0.886705,0.885565
