0.783555,0.884015,0.8693,0.899055,0.899405,0.899405,0.899405,0.897455
0.826005,0.89382,0.88032,0.895565,0.899405,0.899405,0.899405,0.899405
0.81164,0.868235,0.881415,0.89195,0.899405,0.899405,0.899405,0.899075
0.87593,0.826765,0.880665,0.89648,0.899405,0.898475,0.899405,0.899405
0.776105,0.861045,0.898865,0.89662,0.899405,0.899405,0.899405,0.899405
0.83083,0.891945,0.88459,0.889465,0.897285,0.899405,0.899405,0.899405
0.86896,0.881075,0.85974,0.899405,0.89678,0.899405,0.899405,0.899405
0.893755,0.87193,0.898585,0.899405,0.899405,0.899405,0.899405,0.899405
0.85603,0.8711,0.856235,0.8981,0.899405,0.899405,0.899405,0.899405
0.758095,0.848365,0.89519,0.899405,0.898285,0.89908,0.899405,0.899405
