0.842785,0.86372,0.884185,0.892375,0.882515,0.88518,0.886465,0.889655
0.792185,0.845145,0.87684,0.88348,0.885715,0.89089,0.89229,0.89186
0.819775,0.836835,0.87004,0.869635,0.878985,0.878815,0.89089,0.894005
0.83598,0.870475,0.858685,0.85696,0.883225,0.87609,0.88725,0.893775
0.79651,0.799165,0.877395,0.86423,0.88699,0.884235,0.8895,0.888595
0.79681,0.859715,0.858165,0.88195,0.882565,0.88368,0.893765,0.89058
0.82506,0.851955,0.87809,0.87403,0.889095,0.890525,0.88442,0.89337
0.81858,0.8654,0.85935,0.874605,0.872165,0.88719,0.890895,0.89443
0.76676,0.86636,0.8499,0.873175,0.87955,0.88385,0.88537,0.891315
0.797535,0.87426,0.85334,0.876705,0.879935,0.887005,0.89138,0.89628
