0.884925,0.879575,0.899405,0.89923,0.899405,0.899405,0.899405,0.899405
0.8619,0.872505,0.899405,0.899405,0.899405,0.899405,0.899405,0.899405
0.796,0.876525,0.891105,0.897555,0.899405,0.899405,0.899405,0.899405
0.87195,0.82362,0.88925,0.899405,0.899405,0.899405,0.899405,0.899405
0.850855,0.857445,0.899125,0.899405,0.899195,0.899405,0.899405,0.899405
0.758925,0.8575,0.89923,0.899405,0.899405,0.899405,0.899405,0.899405
0.85617,0.87295,0.89664,0.899405,0.89846,0.899405,0.899405,0.899405
0.873775,0.87556,0.89594,0.899315,0.899405,0.899405,0.899405,0.899405
0.873745,0.86489,0.88625,0.898085,0.899405,0.899405,0.899405,0.899405
0.880055,0.896665,0.892115,0.899405,0.899405,0.899405,0.899405,0.899405
