0.73429,0.802735,0.69338,0.823215,0.707485,0.814885,0.81275,0.60325,0.669375,0.653845,0.761335,0.572885,0.738315,0.688465,0.66563,0.500055,0.778395,0.609065,0.831455,0.6501
0.500055,0.805935,0.861545,0.84056,0.80923,0.80662,0.500055,0.78441,0.772495,0.605805,0.701435,0.736745,0.634405,0.71504,0.753,0.729725,0.72886,0.76727,0.63814,0.715305
0.748545,0.60981,0.783535,0.8255,0.787385,0.774745,0.812235,0.500055,0.831295,0.500055,0.805165,0.76582,0.78475,0.746845,0.833665,0.738835,0.74712,0.61404,0.69173,0.737875
0.500055,0.81298,0.83435,0.819175,0.792515,0.792345,0.800605,0.85586,0.74754,0.81041,0.86154,0.84758,0.776935,0.796195,0.816325,0.86657,0.796695,0.83456,0.732245,0.68609
0.680105,0.78609,0.809145,0.730485,0.76973,0.781475,0.80463,0.6947,0.691175,0.769605,0.691055,0.500055,0.84935,0.83675,0.80227,0.76187,0.500055,0.500055,0.87376,0.725255
0.84056,0.80245,0.726595,0.80513,0.85624,0.770475,0.727215,0.744975,0.80308,0.75486,0.738585,0.778575,0.646865,0.8201,0.85139,0.69934,0.77219,0.816055,0.500055,0.81849
0.86584,0.858475,0.787575,0.77383,0.67897,0.81629,0.69186,0.73048,0.87196,0.686945,0.70221,0.8241,0.64143,0.76416,0.80882,0.686945,0.721055,0.790345,0.75861,0.663505
0.500055,0.70235,0.763305,0.624875,0.675735,0.862185,0.836145,0.807135,0.85599,0.781245,0.85819,0.849325,0.62653,0.865315,0.796665,0.797285,0.772355,0.577345,0.80178,0.81809
0.844825,0.61784,0.699285,0.7773,0.673835,0.82308,0.8238,0.71301,0.838195,0.772265,0.727455,0.82642,0.833785,0.77645,0.752145,0.80471,0.62741,0.500055,0.851385,0.500055
0.738995,0.867815,0.77393,0.697375,0.85285,0.834235,0.71167,0.692695,0.80143,0.500055,0.85812,0.74896,0.825115,0.74624,0.757635,0.648935,0.840395,0.67613,0.72999,0.66982
0.500055,0.870995,0.82237,0.76838,0.78474,0.805695,0.730305,0.831305,0.84128,0.81707,0.75888,0.789135,0.866045,0.560605,0.587075,0.83375,0.806355,0.716995,0.71479,0.500055
0.702065,0.824465,0.57686,0.73621,0.80264,0.885145,0.769285,0.75819,0.743465,0.506655,0.500055,0.646895,0.830425,0.80452,0.77506,0.500055,0.500055,0.716215,0.500055,0.853395
0.841965,0.86743,0.817255,0.782485,0.82559,0.750745,0.839005,0.686235,0.7233,0.500055,0.8161,0.67607,0.500055,0.72465,0.838535,0.7979,0.754405,0.570905,0.83584,0.7891
0.812195,0.78379,0.81162,0.622925,0.762675,0.85633,0.800055,0.79263,0.865095,0.500055,0.81177,0.78841,0.729985,0.75341,0.872055,0.796795,0.704325,0.83538,0.557115,0.814245
0.796055,0.56242,0.500055,0.500055,0.776065,0.618225,0.80775,0.69563,0.81075,0.804585,0.88031,0.78396,0.83597,0.85358,0.805435,0.71676,0.583985,0.85988,0.848565,0.8651
