0.744785,0.778295,0.807605,0.82358,0.838415,0.848405,0.86194,0.86726
0.72022,0.792245,0.811995,0.81812,0.845895,0.84753,0.856645,0.86282
0.75807,0.777445,0.80139,0.8201,0.83554,0.858195,0.85853,0.873965
0.724235,0.787915,0.808285,0.827345,0.837905,0.84574,0.865025,0.87062
0.744565,0.788785,0.81149,0.828645,0.84493,0.84217,0.861515,0.868865
0.73929,0.778475,0.806595,0.80925,0.841745,0.852415,0.86643,0.866105
0.69971,0.77369,0.80995,0.81207,0.82835,0.852785,0.855285,0.86421
0.73783,0.77422,0.810695,0.810315,0.84421,0.844365,0.858295,0.87506
0.7375,0.776105,0.81455,0.82304,0.827085,0.83715,0.86736,0.86535
0.737295,0.77259,0.80304,0.83064,0.830065,0.85067,0.86568,0.867125
