0.499945,0.500055,0.610765,0.748655,0.77846,0.729445,0.757405,0.86299,0.491465
0.500055,0.499945,0.499945,0.776755,0.82683,0.85335,0.716535,0.500055,0.7482
0.500055,0.500055,0.61734,0.778205,0.86621,0.8573,0.722485,0.500055,0.78348
0.500055,0.499945,0.696205,0.812755,0.83801,0.805295,0.671345,0.825605,0.74447
0.500055,0.499945,0.499945,0.857435,0.875625,0.863365,0.612435,0.500055,0.584675
0.500055,0.499945,0.53073,0.716085,0.802015,0.8208,0.725045,0.78316,0.706535
0.500055,0.793125,0.523835,0.82943,0.69521,0.87631,0.82188,0.72969,0.756965
0.499945,0.499945,0.67851,0.728355,0.82208,0.86409,0.745,0.845285,0.733025
0.499945,0.499945,0.63665,0.821415,0.86979,0.701565,0.78331,0.70427,0.537095
0.499945,0.499945,0.62393,0.8209,0.876035,0.803,0.730885,0.500055,0.692025
