0.80793,0.82335,0.84084,0.8693,0.86976,0.886775,0.883245,0.88231
0.66327,0.853795,0.87735,0.873,0.88773,0.865955,0.87879,0.89121
0.755005,0.831075,0.859825,0.85721,0.87535,0.884405,0.88425,0.87875
0.78307,0.79493,0.867335,0.87131,0.87027,0.88151,0.87792,0.877545
0.795365,0.78514,0.86317,0.87605,0.89235,0.87885,0.882625,0.88421
0.78334,0.866355,0.85001,0.864815,0.88473,0.88312,0.87533,0.88637
0.81519,0.854495,0.860465,0.86024,0.879075,0.877125,0.88615,0.876535
0.7843,0.85068,0.87385,0.854535,0.8765,0.8827,0.891085,0.8807
0.75802,0.852005,0.884045,0.861555,0.878,0.88719,0.88243,0.888745
0.822925,0.850615,0.840115,0.853915,0.87465,0.88118,0.874505,0.882075
