"[ 0.49  0.49  0.49  0.49  0.51  0.49  0.49  0.49  0.49  0.49  0.5   0.58
  0.66  0.71  0.71  0.71  0.73  0.75  0.72  0.74  0.74  0.69  0.74  0.77
  0.75  0.68  0.67  0.77  0.61  0.69]" "[ 0.51  0.49  0.49  0.51  0.51  0.51  0.49  0.49  0.49  0.49  0.49  0.49
  0.49  0.49  0.49  0.49  0.56  0.6   0.62  0.66  0.71  0.73  0.75  0.78
  0.72  0.77  0.73  0.6   0.55  0.72]" "[ 0.51  0.49  0.49  0.49  0.49  0.49  0.49  0.49  0.49  0.56  0.61  0.63
  0.65  0.67  0.67  0.68  0.69  0.68  0.68  0.68  0.68  0.7   0.66  0.65
  0.67  0.51  0.65  0.73  0.61  0.51]" "[ 0.51  0.49  0.49  0.51  0.51  0.49  0.49  0.49  0.49  0.49  0.49  0.49
  0.49  0.49  0.51  0.57  0.6   0.68  0.61  0.63  0.61  0.65  0.63  0.68
  0.51  0.59  0.69  0.67  0.64  0.51]" "[ 0.51  0.51  0.49  0.49  0.49  0.49  0.49  0.49  0.49  0.49  0.49  0.5
  0.55  0.6   0.62  0.64  0.65  0.66  0.65  0.65  0.68  0.67  0.59  0.72
  0.74  0.59  0.51  0.62  0.51  0.67]" "[ 0.49  0.49  0.49  0.51  0.49  0.59  0.49  0.49  0.49  0.49  0.52  0.6
  0.63  0.67  0.7   0.71  0.73  0.73  0.75  0.73  0.75  0.73  0.72  0.67
  0.71  0.69  0.73  0.71  0.7   0.68]" "[ 0.51  0.49  0.49  0.49  0.51  0.51  0.49  0.49  0.49  0.52  0.59  0.61
  0.64  0.65  0.66  0.68  0.68  0.67  0.69  0.66  0.69  0.67  0.65  0.7
  0.51  0.51  0.7   0.71  0.67  0.61]" "[ 0.49  0.49  0.51  0.51  0.51  0.49  0.49  0.67  0.49  0.5   0.61  0.7
  0.74  0.74  0.74  0.75  0.75  0.74  0.77  0.76  0.74  0.72  0.74  0.71
  0.74  0.78  0.71  0.71  0.71  0.75]" "[ 0.51  0.51  0.51  0.49  0.49  0.51  0.49  0.49  0.51  0.57  0.62  0.65
  0.67  0.68  0.69  0.72  0.71  0.73  0.74  0.73  0.73  0.73  0.72  0.66
  0.67  0.72  0.71  0.72  0.7   0.51]" "[ 0.51  0.49  0.49  0.51  0.51  0.49  0.49  0.49  0.49  0.49  0.5   0.56
  0.61  0.64  0.65  0.65  0.66  0.66  0.67  0.67  0.74  0.75  0.69  0.69
  0.75  0.66  0.69  0.71  0.76  0.75]"
