0.500055,0.500055,0.74062,0.736915,0.73643,0.71873,0.788485,0.72239,0.500055
0.500055,0.499945,0.755895,0.711805,0.500055,0.835245,0.69377,0.800255,0.54495
0.499945,0.499945,0.710525,0.820865,0.736305,0.792575,0.539295,0.839835,0.78811
0.499945,0.500055,0.709995,0.71062,0.76461,0.727625,0.500055,0.500055,0.500055
0.500055,0.499945,0.74999,0.719425,0.737955,0.785805,0.65475,0.66748,0.6555
0.500055,0.499945,0.718105,0.695205,0.757715,0.739245,0.500055,0.71713,0.533465
0.500055,0.51958,0.781605,0.737095,0.72692,0.762915,0.78842,0.75357,0.73121
0.500055,0.499945,0.775835,0.70069,0.692115,0.733325,0.500055,0.73864,0.722725
0.499945,0.499945,0.751615,0.850165,0.73717,0.68839,0.688895,0.64461,0.750205
0.500055,0.500055,0.71219,0.85898,0.681295,0.8357,0.68224,0.72765,0.83812
