0.75443,0.785815,0.8095,0.83032,0.830065,0.84948,0.86195,0.867625
0.68704,0.77316,0.81505,0.830925,0.837985,0.85558,0.856985,0.86982
0.75114,0.79261,0.80913,0.809255,0.83789,0.84706,0.85422,0.866355
0.758035,0.78751,0.81312,0.81981,0.83601,0.842095,0.856865,0.868115
0.73867,0.78884,0.796225,0.82533,0.837985,0.845835,0.8582,0.872965
0.755865,0.76448,0.811795,0.8233,0.84186,0.849895,0.86615,0.865135
0.73446,0.78911,0.81521,0.82504,0.83144,0.84615,0.86183,0.870875
0.718085,0.76445,0.80158,0.827685,0.831925,0.8415,0.8633,0.86861
0.733035,0.78237,0.817345,0.83257,0.8406,0.842385,0.854745,0.86552
0.752455,0.755265,0.79622,0.828065,0.833715,0.852895,0.861155,0.86565
