0.872755,0.81922,0.87565,0.86178,0.76853,0.8347,0.761385,0.848935,0.732025,0.852145,0.837945,0.844655,0.82347,0.83788,0.86857,0.797085,0.84609,0.775,0.85756,0.88074
0.822955,0.794235,0.808995,0.84909,0.82678,0.63116,0.76429,0.7011,0.835965,0.88848,0.766335,0.735185,0.814895,0.876635,0.8385,0.75068,0.8581,0.880805,0.77697,0.81445
0.81219,0.885145,0.868005,0.861685,0.868975,0.813985,0.862045,0.81275,0.83159,0.8319,0.708905,0.8636,0.79969,0.768425,0.845705,0.83469,0.747165,0.800755,0.85557,0.826195
0.868065,0.87645,0.86708,0.804175,0.78693,0.824295,0.84526,0.88527,0.86587,0.86781,0.872705,0.87244,0.735725,0.82754,0.84519,0.850245,0.83162,0.83021,0.762085,0.814175
0.867685,0.73438,0.73149,0.837975,0.832395,0.82978,0.756995,0.86665,0.82408,0.88364,0.86793,0.861425,0.869005,0.86391,0.858255,0.868075,0.73828,0.85476,0.83717,0.848035
0.881,0.855005,0.837235,0.8289,0.869855,0.782545,0.848935,0.826015,0.843345,0.7681,0.833625,0.832485,0.77597,0.85487,0.83243,0.86762,0.85562,0.86448,0.820325,0.851055
0.79011,0.833525,0.85098,0.87881,0.8585,0.77943,0.8772,0.857765,0.851065,0.87695,0.86033,0.77964,0.851575,0.809325,0.71749,0.858835,0.84736,0.8837,0.8843,0.868215
0.857635,0.834195,0.83798,0.870525,0.80818,0.857945,0.884095,0.818375,0.753905,0.831895,0.840045,0.834395,0.793335,0.79967,0.879545,0.775405,0.79705,0.868055,0.845955,0.69299
0.81438,0.874505,0.868065,0.873175,0.874765,0.79412,0.82585,0.790935,0.72692,0.869425,0.82406,0.85027,0.82124,0.814595,0.717275,0.855035,0.86647,0.80979,0.862045,0.84628
0.82928,0.70363,0.821885,0.86295,0.75538,0.798215,0.764925,0.74975,0.857705,0.865445,0.85017,0.68543,0.812755,0.82703,0.79819,0.62432,0.782745,0.88553,0.78478,0.87226
0.78393,0.878485,0.84616,0.869645,0.83928,0.862105,0.672215,0.8775,0.854975,0.82981,0.684005,0.856155,0.83946,0.68001,0.796785,0.71193,0.864995,0.675835,0.83319,0.66527
0.846945,0.70112,0.857725,0.831315,0.724325,0.872165,0.85012,0.877215,0.744325,0.867245,0.841585,0.53563,0.761095,0.828065,0.721065,0.875755,0.796255,0.665825,0.809175,0.894515
0.877575,0.74222,0.793575,0.870965,0.75742,0.8296,0.8419,0.77852,0.719895,0.82205,0.86094,0.79161,0.871225,0.837735,0.73262,0.824565,0.74904,0.81944,0.84681,0.800885
0.854975,0.785785,0.594455,0.661125,0.721485,0.77177,0.833855,0.81182,0.865695,0.653075,0.80179,0.678895,0.800935,0.60033,0.772655,0.778635,0.79825,0.87598,0.690495,0.792765
0.809475,0.83183,0.62044,0.85464,0.80833,0.73149,0.795685,0.800015,0.79647,0.772035,0.71225,0.621025,0.873345,0.83983,0.70924,0.553745,0.848905,0.81763,0.86518,0.839645
