"[ 0.49  0.51  0.51  0.49  0.51  0.49  0.49  0.55  0.49  0.49  0.49  0.66
  0.65  0.67  0.68  0.74  0.64  0.72  0.67  0.72  0.68  0.7   0.65  0.74
  0.71  0.75  0.76  0.69  0.74  0.74]" "[ 0.49  0.49  0.49  0.51  0.66  0.72  0.49  0.58  0.49  0.49  0.49  0.59
  0.63  0.64  0.66  0.67  0.67  0.73  0.67  0.77  0.66  0.76  0.75  0.7
  0.76  0.71  0.66  0.68  0.65  0.51]" "[ 0.49  0.51  0.49  0.51  0.49  0.49  0.51  0.49  0.49  0.49  0.49  0.65
  0.67  0.65  0.66  0.68  0.73  0.76  0.71  0.76  0.75  0.74  0.69  0.68
  0.77  0.69  0.71  0.51  0.62  0.51]" "[ 0.49  0.49  0.51  0.49  0.49  0.51  0.49  0.49  0.49  0.51  0.54  0.69
  0.62  0.66  0.72  0.71  0.66  0.74  0.74  0.67  0.72  0.76  0.65  0.72
  0.51  0.51  0.71  0.71  0.66  0.72]" "[ 0.49  0.49  0.49  0.49  0.51  0.51  0.49  0.51  0.49  0.49  0.57  0.55
  0.71  0.65  0.68  0.67  0.67  0.71  0.71  0.73  0.65  0.75  0.72  0.67
  0.76  0.74  0.51  0.64  0.64  0.7 ]" "[ 0.51  0.51  0.49  0.51  0.51  0.49  0.49  0.49  0.49  0.49  0.57  0.54
  0.63  0.62  0.65  0.73  0.74  0.76  0.67  0.74  0.72  0.75  0.68  0.72
  0.77  0.67  0.74  0.68  0.7   0.68]" "[ 0.49  0.49  0.49  0.51  0.49  0.49  0.49  0.49  0.6   0.49  0.55  0.6
  0.54  0.7   0.65  0.7   0.72  0.75  0.73  0.78  0.75  0.76  0.68  0.77
  0.75  0.61  0.71  0.7   0.77  0.74]" "[ 0.51  0.49  0.49  0.49  0.51  0.49  0.49  0.51  0.49  0.49  0.56  0.63
  0.63  0.52  0.72  0.73  0.74  0.72  0.74  0.69  0.69  0.67  0.74  0.7
  0.77  0.77  0.73  0.64  0.51  0.73]" "[ 0.51  0.49  0.49  0.49  0.49  0.51  0.51  0.49  0.49  0.49  0.49  0.64
  0.64  0.71  0.64  0.66  0.68  0.75  0.68  0.78  0.65  0.7   0.77  0.71
  0.74  0.74  0.74  0.7   0.61  0.72]" "[ 0.49  0.51  0.51  0.49  0.49  0.51  0.49  0.49  0.49  0.49  0.57  0.61
  0.62  0.64  0.72  0.66  0.67  0.77  0.77  0.76  0.73  0.66  0.74  0.74
  0.75  0.68  0.56  0.68  0.64  0.74]"
