0.499945,0.499945,0.53354,0.72026,0.714485,0.805135,0.733475,0.715375,0.500055
0.500055,0.499945,0.696605,0.73103,0.84326,0.762265,0.794125,0.736835,0.849785
0.499945,0.499945,0.751255,0.718185,0.84194,0.860515,0.668235,0.835775,0.844255
0.499945,0.499945,0.748065,0.72571,0.779015,0.85921,0.842645,0.85378,0.745805
0.500055,0.500055,0.499945,0.759545,0.81194,0.819025,0.791305,0.777635,0.82932
0.500055,0.500055,0.499945,0.774375,0.815095,0.83697,0.81014,0.83656,0.830875
0.499945,0.500055,0.499945,0.732635,0.82522,0.820795,0.83722,0.732415,0.761205
0.499945,0.500055,0.519265,0.773395,0.80339,0.79679,0.69793,0.671635,0.76192
0.500055,0.499945,0.60892,0.789565,0.882295,0.500055,0.806425,0.54368,0.79527
0.500055,0.500055,0.673815,0.73646,0.839935,0.82088,0.848605,0.642235,0.809875
